id,goodreads_id,title,isbn,isbn13,documents
0,1,Harry Potter and the Half-Blood Prince Harry Potter ,0439785960,9780439785969,"3.97001902e-02  6.05363846e-02  1.81488196e-02  6.57342275e-02
 -4.62951660e-02  4.38836416e-02  6.22011820e-02 -9.85228221e-02
  9.01902517e-02  4.24336592e-02  1.21850967e-02 -8.10925166e-02
 -6.20142619e-03  1.32878621e-03 -1.08629862e-01  9.21670596e-02
  5.37087123e-02  5.72465261e-02  7.25555420e-03 -6.97437922e-02
 -3.38745117e-03  5.90845744e-02 -9.36138630e-03  3.25520833e-03
  4.16436195e-02 -3.88959249e-02 -4.03124491e-02  4.83678182e-02
  3.26398214e-02 -6.15921021e-02 -9.86480713e-03  6.66554769e-03
 -4.75238164e-02  4.86373901e-03 -3.56674194e-03  6.01780415e-03
  4.53612010e-02 -2.56296794e-02  2.58088112e-02  2.63996124e-02
  7.09665616e-02 -3.84801229e-02  8.08785756e-02  1.15528107e-02
  1.65505409e-02 -4.40273285e-02 -2.98301379e-02  1.73775355e-02
  1.11983617e-02  1.56542460e-02 -1.96444194e-02  8.25363795e-02
 -1.03365580e-02 -1.22281710e-02  8.08080037e-03 -1.81530317e-02
 -4.59057490e-02 -1.12199726e-01 -6.89824422e-05 -5.00119527e-02
 -1.59924825e-02  7.36230214e-02 -1.55386925e-02 -2.53496965e-02
 -6.95069631e-03 -3.84170214e-02 -7.42340088e-03  7.67860413e-02
  1.04370117e-02  4.20837402e-02  4.06240125e-02  1.54352188e-03
  2.76692708e-02  4.43585714e-03 -1.05766296e-01 -1.01477305e-02
  6.09368881e-02  5.04469673e-02  2.44224072e-02  3.35261027e-02
  3.81271044e-02 -1.03534857e-02 -2.32766271e-02 -3.22666168e-02
  1.97448730e-02 -3.74712944e-02 -1.05846127e-01  5.54648240e-02
  3.83965174e-02  5.46290080e-02  5.04693985e-02 -3.27307383e-02
 -8.96488031e-02 -3.41009299e-02  1.16430918e-02 -1.62592729e-02
  4.99750773e-02 -7.18434652e-05 -8.60150655e-03 -2.49131521e-02
 -3.15145651e-02  2.16407776e-02  4.77218628e-02 -5.17501831e-02
 -6.22603893e-02 -5.63722452e-02 -2.21544902e-02 -2.07265218e-03
  2.77221998e-02 -3.17465464e-02  6.52345022e-03  2.18823751e-02
 -1.36292775e-02  1.67771975e-02  1.07064565e-01  1.51246389e-02
 -1.98904673e-03  8.49660238e-03  1.43200556e-01  6.68570201e-02
 -3.92723083e-02 -2.21366882e-02 -3.04056803e-02  1.65634155e-02
 -5.73760370e-02 -5.30840556e-02 -1.72373454e-02  6.75900777e-03
 -6.20969137e-03  8.20188522e-02 -4.82622782e-02 -6.10930125e-02
 -9.95769501e-02  2.67131329e-02  3.57055664e-02 -2.89696852e-02
  4.01614507e-02  1.19476318e-02 -2.12726593e-02  6.86944326e-02
  5.13556798e-02 -5.97894986e-02 -1.57976151e-02  4.88637288e-02
  2.86547343e-02  1.86920166e-03 -5.74151675e-02  3.73573303e-02
 -6.70413971e-02 -1.66991949e-02  1.57032967e-01  1.97862784e-02
 -4.11230723e-02  8.92499288e-02 -5.45148849e-02 -1.82336171e-02
 -2.22466787e-02 -3.48688761e-02 -3.19938660e-02 -5.88154793e-02
 -5.60124715e-04  7.36885071e-02  7.62914022e-02  6.63121541e-03
  2.29587555e-02 -5.46175639e-02  8.33349228e-02 -6.67006175e-02
  2.61267026e-03  4.11497752e-02 -1.59699122e-02 -3.19099426e-03
 -5.84840775e-03 -1.18904114e-01  4.40584421e-02 -3.34628423e-02
  4.11440531e-02 -5.65109253e-02 -2.93984811e-02 -4.20608521e-02
 -6.37111664e-02 -8.17578634e-02  3.02584966e-02 -4.14952040e-02
 -3.46213977e-02  1.12107595e-02 -2.43047078e-02  5.54955800e-02
  9.07548269e-02  4.58412170e-02  4.73035177e-02  2.82753309e-02
  1.15127563e-02  1.19215647e-02 -2.41138935e-02  5.57053884e-02
 -1.62630081e-02 -2.74860859e-02 -5.80081940e-02 -5.03096581e-02
 -5.07465998e-03  3.46654256e-02 -4.06764348e-02 -6.33379618e-02
  1.95347071e-02 -8.68364970e-02 -2.21405029e-02 -1.77240372e-02
 -2.91082859e-02 -3.58810425e-02 -6.99068705e-02  1.47364934e-02
 -2.36487389e-02  4.11526362e-03 -5.67634900e-02  2.25156148e-02
  5.21403948e-02  7.33184814e-03 -1.00586732e-01 -2.22330093e-02
  8.41013590e-03  1.98815664e-02  6.15692139e-03 -8.81860654e-04
  1.07259750e-02 -3.74952555e-02  4.19481595e-02 -3.57535680e-02
 -2.86191702e-02 -1.37341817e-02 -1.69722239e-02 -4.11602656e-02
 -5.73399862e-02  1.93214417e-02  6.51245117e-02 -3.57917150e-02
  7.46059418e-03 -4.67659632e-02  2.45215098e-02 -9.49160258e-03
  4.66262499e-02 -7.51708349e-02 -4.79354858e-02 -6.51766459e-02
  2.27560997e-02  4.53910828e-02  2.03519861e-02  1.62261327e-02
  1.17745101e-02 -2.08549500e-02 -7.45773315e-03  3.45611572e-02
  4.72466151e-02  6.70689742e-02  5.22880554e-02 -6.18534088e-02
  1.26705964e-02  7.53800074e-03 -6.42553965e-02 -7.74383545e-04
  3.18030516e-02 -5.08683523e-02 -3.99184227e-02  4.06087240e-02
  1.31333669e-02  1.00888570e-01 -4.16018168e-02  4.60875034e-03
 -9.15691058e-02 -4.44631179e-02  1.93457603e-02  5.64014912e-02
  2.09147135e-02 -1.04893049e-02  2.08843549e-02 -8.29970042e-02
 -2.48018901e-02 -5.49844106e-02 -6.53584798e-02  6.59831365e-03
  4.39383189e-02 -3.01510493e-02  3.72978052e-02  8.23307037e-02
  3.89724871e-02  5.47329585e-03 -9.99462207e-02  4.48328654e-02
  2.59145101e-02  3.93274625e-02 -7.04278946e-02  2.75688171e-02
 -1.02910360e-01 -1.82126363e-02 -7.61785507e-02 -3.17026774e-02
  3.11279297e-03 -9.68583425e-03 -1.83414618e-02  7.15255737e-02"
1,2,Harry Potter and the Order of the Phoenix Harry Potter ,0439358078,9780439358071,"0.12820783  0.04665353  0.00459551  0.0801409  -0.09026947 -0.01032475
  0.04976458 -0.11200126  0.15054583  0.14620547  0.01184431 -0.09523277
 -0.00230103  0.04194162 -0.10492597  0.08944571  0.03112619  0.08844572
  0.0122624  -0.10057     0.0098877   0.01247733 -0.0330071   0.04992305
  0.05483732 -0.0288923  -0.01881174 -0.01478751  0.08788474 -0.03338797
 -0.01655622  0.00565491  0.01118513  0.00579311 -0.04756993 -0.03171561
  0.00944911  0.04483817  0.03766741  0.06708156  0.06805594 -0.06386196
  0.06908787 -0.02542725 -0.06531917 -0.03798305 -0.02345145  0.03727591
 -0.01985365  0.02828195 -0.06943621  0.08371233 -0.06411198  0.00823015
  0.01913823 -0.04216657 -0.04219055 -0.02804827  0.01522391 -0.10038888
 -0.03207474  0.07689383  0.01776123 -0.02780282  0.01404855 -0.06576364
 -0.04511065  0.0693246  -0.01050502  0.07033343 -0.02542986 -0.01017194
  0.08567418  0.00065656 -0.10058376 -0.08347255  0.07563782  0.06112671
  0.06270926  0.04953788  0.03956713  0.03296422 -0.0130188  -0.04247524
 -0.05091727 -0.07830985 -0.12727661  0.07697144  0.01865278  0.04134347
  0.02440098 -0.03577881 -0.11307417 -0.02539411 -0.05934579 -0.04540097
 -0.00570286 -0.00644095 -0.03570295 -0.10201852 -0.0611642  -0.02881557
  0.0496957  -0.03466622 -0.04517866 -0.06871381 -0.04934954 -0.00364641
 -0.02929317 -0.05410374 -0.01902553  0.00059378 -0.03079398  0.03998675
  0.1060791   0.00711365  0.00206081  0.01124093  0.05139771  0.05193743
 -0.09666922  0.03250296 -0.05770307  0.07314104 -0.10678253 -0.04948469
  0.01620745 -0.03977661  0.0118042   0.03712943 -0.06348703 -0.00051967
 -0.06571045 -0.04721418 -0.02263009 -0.04376482  0.05280326  0.03725455
 -0.06196638  0.05230887 -0.01225412 -0.09400548 -0.00206299  0.01854553
 -0.01858869 -0.00403878 -0.01204834  0.00687343 -0.07827715 -0.05325274
  0.10696847  0.09155535 -0.04520918  0.06163003 -0.06347133 -0.0346489
 -0.01342991 -0.18927525 -0.02325745 -0.05268032 -0.03080793  0.02217146
  0.11574871 -0.04351283 -0.01560582 -0.06036203  0.01254796 -0.05710591
  0.03273228  0.0386249  -0.00372567  0.02475673 -0.06917812 -0.12377407
 -0.00465262 -0.00094692  0.03942784 -0.08607003 -0.00327323 -0.05205601
 -0.1221623  -0.03821542  0.04079775 -0.03605259 -0.04651402 -0.03384356
  0.02448033  0.02367118  0.09596994  0.07137364  0.01939436  0.02545035
  0.02557722  0.02581651 -0.1005249   0.0591762   0.00796334  0.0355399
 -0.0939427  -0.04867118 -0.00547834  0.02803497 -0.01101423 -0.09624372
  0.03939558 -0.05449851 -0.01010873  0.00634504  0.0012364  -0.00817958
 -0.12520403  0.04453125 -0.03691232 -0.06086644 -0.08404977  0.00875942
  0.05849609  0.03771449 -0.12539411  0.07467651  0.01789769  0.05124512
  0.05829599  0.03577096 -0.01613857 -0.00501447  0.08157567  0.00861337
  0.0226957   0.02745013 -0.00740596  0.007884   -0.00199149  0.07400905
  0.10117362 -0.04155649 -0.01522042 -0.08636213  0.06285575 -0.02146345
  0.01903774 -0.01343035 -0.01922662 -0.06334621 -0.00230059  0.03941476
  0.05885707 -0.07253467  0.0173039  -0.02010847  0.01542446  0.06322283
  0.04434989  0.09145726  0.03419582 -0.07609841  0.01834466 -0.03729248
 -0.05931309 -0.03848528 -0.00190691  0.02409319 -0.09841309  0.03604208
 -0.0025565   0.12384905 -0.02092634 -0.04401202 -0.1261176  -0.05603921
 -0.00869816  0.077485    0.06341378 -0.01397792  0.02897688  0.00452576
 -0.04413283 -0.0541905  -0.07674604  0.02425537 -0.00466657 -0.00668161
  0.02012416  0.05002921 -0.01247951 -0.05029558 -0.08365958  0.06052944
  0.04480678  0.02872053 -0.0913644   0.01243722 -0.12211914 -0.08098755
 -0.05573372 -0.03856566 -0.03405064 -0.03323626  0.03362296 -0.0362017"
2,3,Harry Potter and the Sorcerer's Stone Harry Potter ,0439554934,9780439554930,"8.20206352e-02  5.16145126e-02  7.22404148e-03  2.44969907e-02
 -3.13007521e-02  6.62443742e-02  4.13897970e-02 -4.57236249e-02
  1.32801885e-01  9.14419423e-02  2.11796968e-02 -1.01919091e-01
 -1.35975713e-02  3.14384129e-02 -1.15218287e-01  8.42782725e-02
  3.03115845e-02  7.51687755e-02  1.86339669e-02 -9.19574240e-03
  3.62157407e-02  2.60721393e-02  2.52872343e-02 -6.16745327e-03
  4.78933583e-02 -4.37728218e-03 -2.28218410e-02  6.17614414e-02
  7.22437320e-02 -7.52417523e-02 -4.23878379e-02 -5.97156027e-02
 -4.14305977e-02  5.05344557e-02 -3.40382120e-02 -3.63756263e-02
  6.10137608e-02 -6.51896933e-02 -1.43999846e-02  5.25199227e-02
  1.01595671e-01  4.32806430e-03  8.60350236e-02  8.35949442e-03
  2.41911515e-02 -4.15344238e-02  1.84923255e-02  5.06014617e-02
 -1.47797958e-02 -3.67060122e-02 -5.98262289e-02  7.02474843e-02
  9.65881348e-03 -1.38534048e-02 -1.94382046e-02 -1.25652811e-02
 -3.86942988e-02 -1.35894775e-01  1.13087530e-02 -5.91211734e-03
 -5.80497410e-06  1.28138832e-01 -1.41542683e-02 -1.81884766e-02
 -1.49748429e-02 -2.32716436e-02  1.06466542e-02  4.38842773e-02
 -6.22966601e-02  6.17546413e-02  6.04848758e-02 -3.56405507e-02
  2.86113905e-02  1.96320907e-02 -8.55752696e-02  2.26803655e-02
  6.85776420e-02  4.67317001e-02  4.32422472e-02  5.74578410e-02
  3.98088538e-02 -2.58986432e-02 -4.32493790e-02 -4.66189177e-02
 -6.48886639e-02 -6.42625560e-02 -1.16010583e-01  1.34774913e-02
  3.88946533e-02  7.61904509e-02  6.16350252e-02 -6.53606912e-03
 -9.98800526e-02 -1.14350692e-01 -2.99483590e-02  4.53335306e-03
  3.92509129e-02 -3.20806089e-02  3.60638162e-02 -3.99788566e-02
 -7.22166974e-02  5.14247728e-02  4.40276809e-02 -4.42372198e-02
 -3.15833714e-02 -4.41562818e-02  3.22099769e-02  5.77711022e-03
  3.69012252e-02 -1.12137504e-01 -3.56723951e-03  2.73132324e-03
  2.58424178e-02  1.47041653e-02  1.17577594e-01 -1.51639192e-02
  8.28054677e-03 -3.90996518e-02  1.02194745e-01  5.34300079e-02
 -9.33592423e-02 -3.12155019e-02 -9.62763247e-03  2.14888531e-02
 -6.93691088e-02 -4.26018756e-02  2.31575344e-02  1.39982804e-03
 -2.72468899e-03  1.80750308e-02 -9.41187817e-02 -3.90585194e-02
 -9.67526643e-02  2.83985967e-02  1.44500732e-02 -2.53664100e-02
  1.64401842e-02 -2.20668627e-02 -4.28745436e-02  8.08642843e-02
  4.88423887e-02 -5.50707941e-02 -1.46364958e-02  4.92858679e-02
  4.76090804e-02  2.15719472e-02 -5.47531791e-02  4.88767209e-02
 -9.55681179e-02 -9.45726478e-02  1.14812436e-01  1.52495011e-02
 -7.87794694e-02  1.00019704e-01 -3.55901303e-02 -4.90910074e-02
 -6.45267652e-02 -9.94654116e-02 -6.17964371e-03 -5.21054475e-02
 -5.35490617e-02  7.51953125e-02  7.21689307e-02 -4.65446140e-02
 -3.35162619e-03 -8.83019489e-02  6.62045686e-02 -8.67832018e-02
 -1.54717487e-02  2.45986607e-02 -1.82720682e-02  1.71022830e-02
 -2.16714610e-02 -1.08635944e-01 -1.28340099e-02 -3.09625709e-02
  2.70730724e-02 -2.34912375e-02 -3.44828730e-02 -6.63385806e-02
 -1.05068041e-01 -8.54936683e-02  1.67383111e-02 -7.87081511e-02
 -1.94709819e-02 -2.32283551e-02 -1.65334784e-02  3.24698738e-02
  9.89426323e-02  6.20918274e-02  3.59616487e-02  6.11363287e-02
  5.30297653e-02 -4.84698752e-03 -6.56709256e-02  4.54692011e-02
 -1.95931974e-02 -4.20253588e-02 -1.34762308e-01 -6.06557390e-02
  4.43146747e-02  5.80975076e-02 -3.92767865e-02 -8.42470915e-02
  4.04994799e-02 -4.99453337e-02 -4.38783065e-02 -1.27858701e-03
 -5.16383959e-02 -6.79228409e-02 -1.06795601e-01  3.83446735e-02
  5.05862029e-04 -4.47925070e-02 -7.27187447e-02  2.56778883e-02
  4.70129925e-02  2.54065472e-02 -1.00407808e-01 -1.51911197e-02
  2.91568922e-02  4.64723007e-02  2.27355957e-02 -4.18687903e-03
  2.66690462e-02  1.78710274e-03  3.89185366e-02  3.68719943e-02
 -3.59745855e-02 -2.65688689e-02  4.30218240e-02  6.62413887e-03
 -4.12663999e-02  5.07543813e-02  9.57296620e-02  2.84642759e-03
 -1.07111471e-02 -4.89367609e-02  9.01935412e-02  9.19642656e-04
  7.66969764e-02 -8.37508492e-02 -1.04320360e-02 -1.02537404e-01
  3.06556328e-02  5.43849779e-02  5.17117459e-02 -4.71851100e-03
  1.73970927e-02 -7.68087636e-02  1.09398883e-02  5.75251165e-02
  8.95782139e-02  8.73681773e-02  2.68687373e-02 -9.38171718e-02
 -4.75555917e-03 -5.96466064e-02 -6.47364077e-02 -8.32897684e-02
 -1.75420512e-02 -5.33569999e-02 -8.26339722e-02  5.06130716e-02
  2.94030231e-03  1.04673137e-01 -3.26292618e-02  2.47610341e-02
 -1.41623787e-01 -1.64529552e-03  4.02696858e-02  6.92443848e-02
  7.14389967e-02 -1.48139622e-02  3.78155916e-02 -6.88118313e-02
 -3.18528880e-02 -1.50285804e-02 -2.98322595e-02  3.85009102e-02
  4.47493843e-02 -2.25299338e-02  8.42749554e-03  5.67155921e-02
  3.59762441e-02  1.12516984e-02 -1.44790649e-01  6.12607210e-03
  2.14599941e-02  2.58842137e-02 -8.46358590e-02  2.91635265e-02
 -1.32207456e-01 -1.36873567e-02 -1.02816374e-01 -2.37267536e-02
 -2.15746009e-03 -2.33734794e-02  2.69685828e-02  1.71774159e-02"
3,4,Harry Potter and the Chamber of Secrets Harry Potter ,0439554896,9780439554893,"0.11813609  0.04971059  0.03344917  0.0873642  -0.07156372  0.05728149
  0.02845256 -0.05641588  0.07720311  0.06476084 -0.01927567 -0.12048213
 -0.03811646 -0.03238678 -0.16464361  0.08030955  0.00526873  0.08868408
  0.04718939 -0.0669988   0.009257    0.03997739 -0.0121994  -0.0985616
  0.02598842 -0.01926931  0.00098419  0.0314153   0.05152925  0.00841014
 -0.09092712  0.00662422  0.01637109  0.01370366 -0.00804138 -0.03322601
  0.02786255 -0.05213928  0.0046641   0.12006251  0.10248947 -0.11878014
  0.13528442  0.01622009  0.01723385 -0.03113683  0.00139364  0.06052144
  0.05714417  0.02010862 -0.06900024  0.05365849 -0.00874519 -0.05357615
 -0.00024835  0.01936086  0.02364095 -0.15494982  0.04526075 -0.08274333
  0.00822131  0.10684713 -0.01120249 -0.03001531 -0.00727081 -0.00065613
 -0.0116787   0.0658137  -0.07707214  0.086387    0.05756124 -0.01379585
  0.03469499  0.00866954 -0.1316754   0.00996399  0.01373514  0.06977844
  0.05329164  0.0782369   0.05299314 -0.00562286 -0.03818003 -0.04607137
 -0.06089528 -0.05804173 -0.09791056  0.09094079  0.02014287  0.05644703
  0.04746755  0.02184041 -0.11196391 -0.04373678 -0.03029887 -0.02044932
  0.03827159  0.05182362  0.01668803 -0.00760651 -0.06351725 -0.0138092
  0.03649775 -0.06722005 -0.02514648 -0.07639873  0.05673981  0.01974964
 -0.02509848 -0.07100423 -0.07967122  0.0128994   0.03494771  0.01184336
  0.09464757 -0.03242747  0.00588481  0.00388336  0.08640544  0.06766897
 -0.10540899 -0.0420564  -0.05294116  0.01045736 -0.09979121  0.02584076
  0.02290853 -0.01501465  0.05053457  0.0604442  -0.13997396 -0.07770665
 -0.0861454   0.07752355 -0.03780667 -0.02265422  0.04397837  0.02426147
 -0.04193115  0.07768885  0.0309186  -0.05935796  0.00321706  0.04258092
  0.04671097 -0.00855509 -0.09295551  0.05581538 -0.08684285 -0.08222644
  0.12242381 -0.00892067 -0.08882713  0.07276917 -0.01576742 -0.0475076
 -0.00887299 -0.10009829 -0.00067774 -0.05575625 -0.02287292  0.08136177
  0.03117021 -0.00646655  0.04308828 -0.04514567  0.08172226 -0.06646729
  0.02986399  0.04406738  0.00792599 -0.01621755 -0.02904987 -0.05037944
 -0.01540001 -0.02406247  0.05493673 -0.03612137 -0.03910891 -0.0104173
 -0.05816015 -0.0647583   0.03391472 -0.06495539 -0.02251561  0.03818448
 -0.01727804  0.03224691  0.01432165 -0.00267377  0.01430384  0.0310262
  0.03265889  0.04644394 -0.02745183  0.07165527 -0.04289754 -0.04011027
 -0.13434092 -0.04074351  0.02227783  0.02144877 -0.02548726 -0.04806519
  0.07411194 -0.05721029  0.00081126 -0.01543681 -0.05452474 -0.05145772
 -0.11193339 -0.01026154 -0.00254822  0.00987498 -0.09668732  0.00967407
  0.05537415 -0.03818766 -0.09010315  0.06374105 -0.00294737  0.00880432
  0.0225449   0.02161344  0.04334259 -0.02235778  0.03910796  0.04543813
 -0.01793957  0.00830587 -0.0082953   0.03714848 -0.02812068  0.0704937
  0.05515401 -0.02545452  0.0055877  -0.06726456  0.07094479  0.05253665
  0.10834038 -0.06421153 -0.04427083 -0.06996409  0.01303355  0.01703517
  0.05808385  0.02018897  0.02164841 -0.09042867 -0.03972117  0.05561574
  0.06405385  0.08161163  0.06581624 -0.08496857 -0.0061175   0.02219391
 -0.01079623 -0.04008357  0.01196321 -0.02669779 -0.12036641  0.03526596
  0.01951345  0.06949234 -0.06289037 -0.00828139 -0.07164129 -0.03265889
  0.04032135  0.10790062  0.07599131  0.02400335  0.02241007 -0.06046311
 -0.02593486 -0.04205704  0.00167338  0.00936127  0.01460234 -0.01511606
  0.0194397   0.0884819   0.07069651  0.01697516 -0.0925293  -0.02346802
  0.03610738  0.04629866 -0.06576792  0.01438141 -0.09615072 -0.0028975
 -0.06041209 -0.00939878 -0.01135    -0.00779215  0.04748917  0.02691142"
